date,total_trades,total_volume_usd,avg_execution_price,median_fee,unique_accounts,avg_closed_pnl,win_rate,value,classification,sentiment_group
2024-04-24,20.0,141275.24,3230.17,2.6084875,1.0,13.95929535,0.3,72.0,Greed,Greed
2024-04-25,74.0,120241.01,251.67034283783786,0.17901499999999998,2.0,0.0,0.0,72.0,Greed,Greed
2024-04-26,3.0,4988.290000000001,0.12152,0.230991,1.0,0.0,0.0,70.0,Greed,Greed
2024-04-27,27.0,154264.47,3258.651851851852,1.024852,1.0,158.57363477777778,0.7037037037037037,67.0,Greed,Greed
2024-04-28,58.0,43985.6,451.9867443103448,0.093194,2.0,0.0,0.0,65.0,Greed,Greed
2024-04-29,45.0,108699.01,2245.884760888889,0.118845,2.0,11.709640799999999,0.37777777777777777,67.0,Greed,Greed
2024-04-30,24.0,125018.75,3023.15,0.700221,1.0,0.0,0.0,67.0,Greed,Greed
2024-05-01,14.0,87025.45,2916.8142857142857,1.7051115000000001,1.0,0.0,0.0,54.0,Neutral,Neutral
2024-05-02,,,,,,,,54.0,Neutral,Neutral
2024-05-03,36.0,282682.64999999997,1960.4601549999998,0.6969179999999999,3.0,147.3893623611111,0.4722222222222222,48.0,Neutral,Neutral
2024-05-04,9.0,58998.75,2089.1695403333333,1.397666,2.0,0.0,0.0,67.0,Greed,Greed
2024-05-05,6.0,24068.350000000002,2099.545833333333,0.088037,2.0,0.15266666666666667,0.16666666666666666,69.0,Greed,Greed
2024-05-06,9.0,206016.43,3109.866666666667,5.03537,1.0,107.62115333333333,0.4444444444444444,71.0,Greed,Greed
2024-05-07,18.0,108717.58,1715.215231,1.195997,3.0,49.08542738888889,0.5,68.0,Greed,Greed
2024-05-08,13.0,65973.57,2312.7117384615385,0.490001,2.0,0.12044307692307693,0.07692307692307693,64.0,Greed,Greed
2024-05-09,28.0,221966.12,2667.6832657142854,1.285742,2.0,40.985566285714285,0.39285714285714285,55.0,Greed,Greed
2024-05-10,22.0,156882.0,2946.254545454545,1.7542675,1.0,95.53371340909092,0.2727272727272727,66.0,Greed,Greed
2024-05-11,9.0,63248.95,2922.511111111111,0.525161,1.0,27.956082444444444,1.0,53.0,Neutral,Neutral
2024-05-12,23.0,55179.56,1272.34931,0.349975,2.0,0.0,0.0,56.0,Greed,Greed
2024-05-13,28.0,193118.9,2635.7705885714286,1.4100614999999999,2.0,76.31620925,0.35714285714285715,57.0,Greed,Greed
2024-05-14,23.0,145853.4,2912.1304347826085,1.208634,1.0,50.02275239130436,0.17391304347826086,66.0,Greed,Greed
2024-05-15,36.0,234922.57,2930.625,2.2234735,1.0,26.360293944444447,0.4722222222222222,64.0,Greed,Greed
2024-05-16,27.0,162620.96,2656.364285925926,0.629891,2.0,7.94777037037037,0.18518518518518517,70.0,Greed,Greed
2024-05-17,,,,,,,,70.0,Greed,Greed
2024-05-18,25.0,126303.14,3123.796,1.408483,1.0,140.89578644000002,0.64,73.0,Greed,Greed
2024-05-19,8.0,29998.09,3079.425,1.092516,1.0,0.0,0.0,72.0,Greed,Greed
2024-05-20,10.0,38124.75,2156.14175,0.7849415,2.0,-7.4818442,0.0,70.0,Greed,Greed
2024-05-21,125.0,1100948.59,14134.35288,1.144257,2.0,58.31518057599999,0.112,76.0,Extreme Greed,Greed
2024-05-22,6.0,44995.29,3733.3333333333335,2.3784225,1.0,0.0,0.0,76.0,Extreme Greed,Greed
2024-05-23,325.0,401850.6,1108.603136243077,0.194201,3.0,1.2718379353846154,0.4461538461538462,76.0,Extreme Greed,Greed
2024-05-24,2.0,50811.899999999994,3844.4,8.8920825,1.0,410.974639,1.0,74.0,Greed,Greed
2024-05-25,16.0,29991.129999999997,469.7218425,0.072187,2.0,0.8828774374999999,0.3125,76.0,Extreme Greed,Greed
2024-05-26,16.0,53976.67,496.56757500000003,0.361965,2.0,48.66774375,0.25,75.0,Extreme Greed,Greed
2024-05-27,251.0,151115.72,33.197340745019915,0.164997,1.0,4.499425776892431,0.35856573705179284,74.0,Greed,Greed
2024-05-28,,,,,,,,74.0,Greed,Greed
2024-05-29,164.0,84268.76,4235.211447786585,0.0776695,2.0,1.6938533719512194,0.4146341463414634,72.0,Greed,Greed
2024-05-30,7.0,2838.09,20348.618645714287,0.172599,1.0,2.9930618571428576,0.7142857142857143,73.0,Greed,Greed
2024-05-31,13.0,3636.14,2.152072923076923,0.077676,1.0,1.9506246153846154,0.3076923076923077,73.0,Greed,Greed
2024-06-01,25.0,12834.62,1.1308718,0.116548,1.0,3.66041676,0.36,72.0,Greed,Greed
2024-06-02,93.0,29464.51,1.0599227956989248,0.030544,1.0,2.074268247311828,0.3655913978494624,73.0,Greed,Greed
2024-06-03,70.0,21466.86,1.3030562857142858,0.022194,1.0,8.040117257142859,0.6285714285714286,73.0,Greed,Greed
2024-06-04,53.0,24243.41,13394.864554716982,0.094113,1.0,0.9851214716981133,0.4716981132075472,73.0,Greed,Greed
2024-06-05,54.0,25350.77,2682.9926944444446,0.1748155,1.0,1.038064925925926,0.2962962962962963,75.0,Extreme Greed,Greed
2024-06-06,234.0,137557.76,30.647596965811967,0.1931155,1.0,1.1716802863247862,0.42735042735042733,78.0,Extreme Greed,Greed
2024-06-07,440.0,1098588.76,1232.3513694545454,0.15530149999999998,3.0,20.23288049090909,0.4,77.0,Extreme Greed,Greed
2024-06-08,29.0,97351.88,10513.408993103449,0.660496,2.0,4.453063413793104,0.27586206896551724,72.0,Greed,Greed
2024-06-09,17.0,22410.22,1091.865705882353,0.01749,2.0,0.0,0.0,75.0,Extreme Greed,Greed
2024-06-10,53.0,46587.93,280.7776811320755,0.174516,2.0,0.589939716981132,0.33962264150943394,72.0,Greed,Greed
2024-06-11,123.0,373279.92,8924.726208861788,0.0175,3.0,35.12708789430894,0.13821138211382114,74.0,Greed,Greed
2024-06-12,254.0,193407.96,1364.4425952755905,0.193352,2.0,-86.16744682283463,0.08267716535433071,72.0,Greed,Greed
2024-06-13,79.0,132577.22,180.8725936708861,0.0028,2.0,83.95895082278481,0.24050632911392406,70.0,Greed,Greed
2024-06-14,31.0,139868.66,1759.0960645161292,0.301583,2.0,330.9223422258064,0.4838709677419355,74.0,Greed,Greed
2024-06-15,78.0,718350.25,2138.914496153846,1.5865605,2.0,43.20459417948718,0.48717948717948717,74.0,Greed,Greed
2024-06-16,11.0,25235.079999999998,4.114990909090909,0.678979,1.0,0.0,0.0,71.0,Greed,Greed
2024-06-17,38.0,368380.12,1595.9607578947368,2.1200975,2.0,278.9342730263158,0.6578947368421053,71.0,Greed,Greed
2024-06-18,25.0,263314.79,2787.8253600000003,2.007925,2.0,11.3030544,0.16,74.0,Greed,Greed
2024-06-19,61.0,417071.12,1563.7263098360656,0.11772,3.0,80.12552367213115,0.5081967213114754,64.0,Greed,Greed
2024-06-20,39.0,207990.8,374.05558,0.008073,3.0,1473.8065647692308,0.20512820512820512,60.0,Greed,Greed
2024-06-21,80.0,176264.49,877.39821875,0.006567,2.0,9.66947755,0.0375,63.0,Greed,Greed
2024-06-22,24.0,169594.27000000002,1765.2402375,0.055681499999999995,2.0,31.536523541666668,0.3333333333333333,53.0,Neutral,Neutral
2024-06-23,5.0,1792.12,3.09,0.039809,1.0,0.0,0.0,55.0,Greed,Greed
2024-06-24,31.0,403002.8,2708.8659548387095,2.018526,2.0,0.0,0.0,51.0,Neutral,Neutral
2024-06-25,49.0,103099.08,3.248285714285714,0.174144,1.0,99.3745531632653,0.22448979591836735,30.0,Fear,Fear
2024-06-26,72.0,365190.66000000003,1472.1298,0.00629,2.0,58.30183586111111,0.2916666666666667,46.0,Neutral,Neutral
2024-06-27,30.0,130486.95,1362.6499733333333,0.2181395,2.0,0.0,0.0,40.0,Fear,Fear
2024-06-28,,,,,,,,40.0,Fear,Fear
2024-06-29,75.0,280095.11,767.398007192,0.06928,2.0,82.0043486,0.32,30.0,Fear,Fear
2024-06-30,14.0,30520.69,724.8069907142857,0.0019995,2.0,0.0,0.0,47.0,Neutral,Neutral
2024-07-01,64.0,362670.14999999997,1312.7375605675,0.5491935,2.0,79.1537391875,0.40625,53.0,Neutral,Neutral
2024-07-02,18.0,33347.47,3.4119444444444444,0.0229725,1.0,134.514062,0.7222222222222222,51.0,Neutral,Neutral
2024-07-03,18.0,179600.66,2039.0916666666667,1.0351299999999999,2.0,62.132626888888886,0.2222222222222222,50.0,Neutral,Neutral
2024-07-04,25.0,430568.01,2795.886,2.40102,2.0,0.0,0.0,44.0,Fear,Fear
2024-07-05,32.0,272289.89,1837.889625,1.000639,2.0,0.0,0.0,29.0,Fear,Fear
2024-07-06,24.0,2490.17,1.10232597125,24.296075000000002,1.0,4.53634075,0.2916666666666667,26.0,Fear,Fear
2024-07-07,10.0,498.75,3.9900000000000007,0.00399,1.0,6.1428942,1.0,29.0,Fear,Fear
2024-07-08,1.0,497.64,3.19,0.0156,1.0,0.0,0.0,28.0,Fear,Fear
2024-07-09,15.0,2736.45,4.546446666666666,0.01978,1.0,43.265627466666665,1.0,27.0,Fear,Fear
2024-07-10,56.0,687900.21,2410.4582857142855,1.133067,2.0,213.88812333928573,0.6785714285714286,28.0,Fear,Fear
2024-07-11,19.0,169887.02,3151.1421052631576,3.142085,1.0,98.77958326315789,0.47368421052631576,29.0,Fear,Fear
2024-07-12,19.0,89582.97,1621.380905263158,1.093677,2.0,74.33235021052631,0.47368421052631576,25.0,Fear,Fear
2024-07-13,17.0,139189.19,2416.179635294118,1.918778,2.0,171.38928452941175,1.0,25.0,Fear,Fear
2024-07-14,7.0,84001.13,3194.1857142857143,4.199191,1.0,0.0,0.0,33.0,Fear,Fear
2024-07-15,26.0,198344.85,2752.5296153846157,1.8422365,2.0,-0.038461538461538464,0.0,52.0,Neutral,Neutral
2024-07-16,22.0,144000.57,3446.881818181818,1.749371,1.0,0.0,0.0,65.0,Greed,Greed
2024-07-17,351.0,626005.53,92.99230740740741,0.34986,3.0,5.297064037037037,0.4131054131054131,69.0,Greed,Greed
2024-07-18,60.0,649704.85,2995.8028266666665,1.099642,2.0,63.398071849999994,0.8,61.0,Greed,Greed
2024-07-19,23.0,150269.42,8050.626695652173,0.699761,2.0,93.73439626086956,0.5217391304347826,60.0,Greed,Greed
2024-07-20,266.0,244362.21,124.94923650375941,0.09924,2.0,8.643494609022557,0.12406015037593984,74.0,Greed,Greed
2024-07-21,448.0,234307.46,27.973419642857145,0.055472,2.0,-6.608743051339286,0.046875,74.0,Greed,Greed
2024-07-22,154.0,304213.8,481.8778051948052,0.055488,2.0,9.851427766233765,0.14285714285714285,70.0,Greed,Greed
2024-07-23,370.0,358526.54,23.578924594594596,0.0554935,3.0,242.9467627189189,0.8891891891891892,71.0,Greed,Greed
2024-07-24,83.0,69207.93,125.65679606481928,0.212285,5.0,7.5368852891566265,0.21686746987951808,69.0,Greed,Greed
2024-07-25,78.0,528555.31,2688.136446210769,1.244677,3.0,11.753054615384617,0.1282051282051282,68.0,Greed,Greed
2024-07-26,152.0,548587.65,826.2452972302632,0.3500405,4.0,18.200744164473683,0.40131578947368424,68.0,Greed,Greed
2024-07-27,56.0,905199.75,2974.995342857143,3.487293,2.0,114.29685099999999,0.75,72.0,Greed,Greed
2024-07-28,16.0,43254.68,607.7397125,0.213026,2.0,36.706189375,0.75,71.0,Greed,Greed
2024-07-29,39.0,327199.14,48349.08078974359,0.965002,2.0,8.482165487179486,0.41025641025641024,74.0,Greed,Greed
2024-07-30,6.0,36006.47,3295.4833333333336,2.289675,1.0,0.0,0.0,67.0,Greed,Greed
2024-07-31,43.0,84506.54,256.78039232558143,0.194013,2.0,17.806764744186047,0.32558139534883723,61.0,Greed,Greed
2024-08-01,57.0,227774.53,18740.473002526316,0.697626,4.0,2.9312283684210527,0.07017543859649122,52.0,Neutral,Neutral
2024-08-02,63.0,396320.37,14406.321016984128,0.874487,3.0,12.418542714285714,0.2698412698412698,57.0,Greed,Greed
2024-08-03,37.0,290532.86,2718.8256902127027,2.101704,5.0,12.545667567567568,0.02702702702702703,37.0,Fear,Fear
2024-08-04,127.0,1207744.07,11138.705859755904,0.60159,5.0,-965.9212667952756,0.023622047244094488,34.0,Fear,Fear
2024-08-05,80.0,420495.4,14847.670722625,0.77718,4.0,-162.6708146125,0.4125,26.0,Fear,Fear
2024-08-06,107.0,61478.38,1056.048024274299,0.01119,2.0,2.4982995140186914,0.12149532710280374,17.0,Extreme Fear,Fear
2024-08-07,23.0,2492.77,2.2354895217391304,0.01425,3.0,8.20822847826087,0.43478260869565216,29.0,Fear,Fear
2024-08-08,9.0,16299.35,520.3884688888888,0.116749,2.0,-4.5235796666666666,0.0,20.0,Extreme Fear,Fear
2024-08-09,144.0,503204.86,4675.996384345139,0.1749425,5.0,125.56993941666666,0.2986111111111111,48.0,Neutral,Neutral
2024-08-10,88.0,11339.29,1.8675185526136362,0.027998025000000003,2.0,0.0,0.0,40.0,Fear,Fear
2024-08-11,24.0,44230.21,892.9076233333334,1.86687,2.0,35.32402583333334,0.16666666666666666,39.0,Fear,Fear
2024-08-12,48.0,54167.32,855.5521279583332,0.494032,3.0,17.88896875,0.125,25.0,Fear,Fear
2024-08-13,22.0,20797.87,479.4040716363636,0.4514505,3.0,9.640046363636364,0.36363636363636365,31.0,Fear,Fear
2024-08-14,25.0,66710.03,971.82196148,1.86686,3.0,86.75606052,0.2,30.0,Fear,Fear
2024-08-15,12.0,1522.3700000000001,0.032253416666666666,1.86688,1.0,0.0,0.0,29.0,Fear,Fear
2024-08-16,35.0,166382.84,13243.149667228572,1.72164,2.0,23.578015542857145,0.08571428571428572,27.0,Fear,Fear
2024-08-17,30.0,30248.96,0.17191166666666666,0.24911,2.0,-9.609437100000001,0.0,25.0,Fear,Fear
2024-08-18,15.0,62804.48,2467.2810786666664,0.69985,2.0,20.480125866666665,0.8,31.0,Fear,Fear
2024-08-19,8.0,100315.03,58542.625,3.0978645,1.0,42.462447874999995,0.625,28.0,Fear,Fear
2024-08-20,12.0,49914.8,1739.2645333333332,0.6933445,2.0,16.050237,0.08333333333333333,30.0,Fear,Fear
2024-08-21,145.0,104990.41,141.46601248275863,0.21099,2.0,4.525523620689655,0.3724137931034483,26.0,Fear,Fear
2024-08-22,,,,,,,,26.0,Fear,Fear
2024-08-23,10.0,63509.56,2683.83,1.2933474999999999,1.0,100.53052699999999,0.3,34.0,Fear,Fear
2024-08-24,7.0,34999.67,46230.142857142855,0.697135,2.0,0.0,0.0,56.0,Greed,Greed
2024-08-25,17.0,21950.28,19585.087261176468,1.397771,2.0,0.0,0.0,54.0,Neutral,Neutral
2024-08-26,6.0,92611.27,2263.875,4.1999155,2.0,38.539486333333336,0.3333333333333333,55.0,Greed,Greed
2024-08-27,50.0,70250.16,372.7858502784,0.039365,2.0,0.0,0.0,48.0,Neutral,Neutral
2024-08-28,9.0,71160.06999999999,15309.777777777777,0.741691,2.0,148.15107166666667,0.2222222222222222,30.0,Fear,Fear
2024-08-29,1.0,9995.85,60802.0,3.498547,1.0,0.0,0.0,29.0,Fear,Fear
2024-08-30,6.0,37233.24,11097.769382833334,1.3113965,4.0,42.744,0.16666666666666666,34.0,Fear,Fear
2024-08-31,34.0,107507.43000000001,11030.937086423235,0.1749415,3.0,0.3200823823529412,0.35294117647058826,29.0,Fear,Fear
2024-09-01,12.0,12359.68,44.57331249999999,0.174885,1.0,11.452757750000002,0.4166666666666667,26.0,Fear,Fear
2024-09-02,2.0,30000.42,2426.1,5.250074,1.0,0.0,0.0,26.0,Fear,Fear
2024-09-03,,,,,,,,26.0,Fear,Fear
2024-09-04,34.0,131480.97,5402.028013264706,0.6724950000000001,2.0,31.346621529411763,0.14705882352941177,27.0,Fear,Fear
2024-09-05,1.0,0.84,7.79e-05,0.0,1.0,0.0,0.0,29.0,Fear,Fear
2024-09-06,42.0,39047.1,215.73034285714286,0.031753500000000004,2.0,-26.306113452380952,0.0,22.0,Extreme Fear,Fear
2024-09-07,,,,,,,,22.0,Extreme Fear,Fear
2024-09-08,1.0,0.11,0.11756,0.0,1.0,0.0,0.0,29.0,Fear,Fear
2024-09-09,2.0,4014.4300000000003,0.0115,17.45395,1.0,0.0,0.0,26.0,Fear,Fear
2024-09-10,3.0,2547.28,1557.6705000000002,0.516135,2.0,-73.24321966666666,0.0,33.0,Fear,Fear
2024-09-11,1.0,0.54,1.5e-05,0.0,1.0,0.0,0.0,37.0,Fear,Fear
2024-09-12,,,,,,,,37.0,Fear,Fear
2024-09-13,,,,,,,,37.0,Fear,Fear
2024-09-14,11.0,1014.8000000000001,0.010652363636363637,1.86684,2.0,0.0,0.0,50.0,Neutral,Neutral
2024-09-15,,,,,,,,50.0,Neutral,Neutral
2024-09-16,,,,,,,,50.0,Neutral,Neutral
2024-09-17,,,,,,,,50.0,Neutral,Neutral
2024-09-18,145.0,13633.5,3.120756620689655,0.03725,1.0,-6.059895131034483,0.0,45.0,Neutral,Neutral
2024-09-19,19.0,1521.8700000000001,0.9843423684210526,1.86683,1.0,0.0,0.0,49.0,Neutral,Neutral
2024-09-20,16.0,332873.38,17153.90225,1.710432,2.0,599.0646425,0.5,54.0,Neutral,Neutral
2024-09-21,23.0,165648.12,4.30038695652174,1.830832,1.0,1572.416057826087,1.0,54.0,Neutral,Neutral
2024-09-22,3.0,19999.739999999998,62701.0,2.090294,1.0,0.0,0.0,52.0,Neutral,Neutral
2024-09-23,2.0,40334.29,63672.0,7.058501000000001,1.0,167.380398,0.5,50.0,Neutral,Neutral
2024-09-24,10.0,7118.63,0.4286068,1.8036699999999999,2.0,0.0,0.0,54.0,Neutral,Neutral
2024-09-25,9.0,52754.130000000005,42295.14844444444,0.586515,2.0,0.0,0.0,59.0,Greed,Greed
2024-09-26,8.0,113711.93000000001,24173.9921375,0.7054575,2.0,54.976564125,0.25,50.0,Neutral,Neutral
2024-09-27,56.0,126097.04,11807.956114285715,0.007496,2.0,0.0,0.0,61.0,Greed,Greed
2024-09-28,4.0,29199.21,4.101,0.728405,1.0,0.0,0.0,64.0,Greed,Greed
2024-09-29,,,,,,,,64.0,Greed,Greed
2024-09-30,106.0,214669.85,6063.712550943396,0.013662,2.0,25.571946113207545,0.04716981132075472,61.0,Greed,Greed
2024-10-01,4.0,139954.32,62044.5,11.125525,1.0,0.0,0.0,50.0,Neutral,Neutral
2024-10-02,4.0,99954.34,60911.0,7.3342165,1.0,0.0,0.0,42.0,Fear,Fear
2024-10-03,9.0,132935.69,26799.238066666665,1.583766,2.0,11.152864666666666,0.3333333333333333,37.0,Fear,Fear
2024-10-04,1.0,0.34,0.0011,0.0,1.0,0.0,0.0,41.0,Fear,Fear
2024-10-05,37.0,605605.74,60568.594601856756,4.195272,2.0,155.86924032432432,0.6486486486486487,49.0,Neutral,Neutral
2024-10-06,22.0,300130.56,62166.40909090909,2.2228709999999996,1.0,5.9312308636363635,0.22727272727272727,50.0,Neutral,Neutral
2024-10-07,21.0,219984.65,63684.42857142857,1.182685,1.0,0.0,0.0,50.0,Neutral,Neutral
2024-10-08,36.0,434584.13,58825.33341509444,0.87199,2.0,149.90407327777777,0.9166666666666666,49.0,Neutral,Neutral
2024-10-09,14.0,220399.93,61800.92857142857,6.0020495,1.0,28.290194285714286,0.21428571428571427,49.0,Neutral,Neutral
2024-10-10,16.0,300024.33999999997,59323.25,7.3040115,1.0,0.0,0.0,39.0,Fear,Fear
2024-10-11,26.0,488904.19,59195.38462157692,5.695487,2.0,341.74336450000004,0.6923076923076923,32.0,Fear,Fear
2024-10-12,10.0,159713.4,62726.0,4.736135,1.0,54.155471,0.7,49.0,Neutral,Neutral
2024-10-13,10.0,60002.42,62778.2,1.4338665000000002,1.0,0.0,0.0,50.0,Neutral,Neutral
2024-10-14,5.0,61916.020000000004,64693.8,0.495645,1.0,382.72391600000003,1.0,48.0,Neutral,Neutral
2024-10-15,7.0,81173.36,66652.28571428571,3.500762,1.0,167.17515371428573,0.5714285714285714,65.0,Greed,Greed
2024-10-16,11.0,80229.17,67576.54545454546,2.100278,1.0,19.95280690909091,0.2727272727272727,73.0,Greed,Greed
2024-10-17,9.0,140531.75,67400.11111111111,3.499927,2.0,4.0127733333333335,0.1111111111111111,71.0,Greed,Greed
2024-10-18,6.0,120331.43000000001,67397.0,4.3664565,1.0,55.536523499999994,0.8333333333333334,73.0,Greed,Greed
2024-10-19,4.0,99996.86,68391.25,8.749398,1.0,0.0,0.0,72.0,Greed,Greed
2024-10-20,96.0,176447.86000000002,4280.33074875,0.09445400000000001,2.0,4.05370621875,0.11458333333333333,73.0,Greed,Greed
2024-10-21,173.0,324117.99,4316.762150867052,0.181713,2.0,14.248066843930635,0.3930635838150289,72.0,Greed,Greed
2024-10-22,3.0,60000.36,67047.0,10.290272,1.0,0.0,0.0,70.0,Greed,Greed
2024-10-23,18.0,210006.07,30954.322222222225,2.8014935,1.0,-2.5827745,0.0,71.0,Greed,Greed
2024-10-24,,,,,,,,71.0,Greed,Greed
2024-10-25,30.0,427883.18,56633.085333333336,2.1937385,2.0,441.19540236666666,0.7,72.0,Greed,Greed
2024-10-26,6.0,88668.86,2.6499333333333337,1.420617,1.0,7078.6656883333335,1.0,72.0,Greed,Greed
2024-10-27,4.0,90664.41,67737.75,6.117511,1.0,166.66557699999998,0.75,74.0,Greed,Greed
2024-10-28,13.0,121495.25,52838.49888384615,2.452633,2.0,12.867704769230771,0.3076923076923077,72.0,Greed,Greed
2024-10-29,53.0,613267.8099999999,51081.13156396226,0.832458,2.0,15.11643162264151,0.05660377358490566,72.0,Greed,Greed
2024-10-30,25.0,11830.85,646.6885008,0.174921,1.0,0.36600091999999995,0.28,77.0,Extreme Greed,Greed
2024-10-31,48.0,896173.36,42753.894183125,3.7231025,3.0,25.292579395833332,0.7083333333333334,77.0,Extreme Greed,Greed
2024-11-01,23.0,260981.03,27379.532136956524,0.874854,2.0,45.238075478260875,0.2608695652173913,75.0,Extreme Greed,Greed
2024-11-02,2.0,40000.0,68880.0,6.9999985,1.0,0.0,0.0,72.0,Greed,Greed
2024-11-03,6.0,129055.66,45208.04899166667,5.249351,2.0,0.0,0.0,74.0,Greed,Greed
2024-11-04,36.0,451811.97,49681.014294444445,2.658319,2.0,77.76140205555555,0.6388888888888888,70.0,Greed,Greed
2024-11-05,10.0,200627.23,67511.4,6.5853625000000005,1.0,67.8475928,0.5,70.0,Greed,Greed
2024-11-06,15.0,123906.9,58370.23423933333,2.388225,2.0,187.85581533333334,0.4666666666666667,70.0,Greed,Greed
2024-11-07,113.0,111335.3,1338.6989985840708,0.01618368,3.0,39.764187044247784,0.5309734513274337,77.0,Extreme Greed,Greed
2024-11-08,39.0,270700.44,46749.91446666667,0.673836,2.0,-1.6516292564102582,0.15384615384615385,75.0,Extreme Greed,Greed
2024-11-09,86.0,193384.41,8015.27303244186,0.09973850000000001,2.0,1.196615581395349,0.22093023255813954,75.0,Extreme Greed,Greed
2024-11-10,173.0,413636.7,22619.335545589594,0.388709,3.0,5.728984589595376,0.2947976878612717,78.0,Extreme Greed,Greed
2024-11-11,373.0,1570572.42,6882.198738908847,0.3203,4.0,18.09552545844504,0.24664879356568364,76.0,Extreme Greed,Greed
2024-11-12,171.0,1226354.52,33638.82797450292,0.61019,4.0,20.435084175438597,0.19883040935672514,80.0,Extreme Greed,Greed
2024-11-13,48.0,515336.37,46411.560992520834,0.5249625,5.0,163.46671404166668,0.5625,84.0,Extreme Greed,Greed
2024-11-14,110.0,1008361.81,33402.97117528182,0.29645,2.0,41.4864475,0.2545454545454545,88.0,Extreme Greed,Greed
2024-11-15,149.0,1427858.42,47181.7405247651,0.504036,4.0,27.790204281879195,0.3691275167785235,80.0,Extreme Greed,Greed
2024-11-16,157.0,303296.07,8005.464557764331,0.0875,4.0,17.640266936305732,0.3057324840764331,86.0,Extreme Greed,Greed
2024-11-17,209.0,1215987.57,13599.930072669855,0.149994,4.0,4.224762129186603,0.23444976076555024,90.0,Extreme Greed,Greed
2024-11-18,346.0,2084339.58,13431.133118797688,0.1939845,7.0,12.921431176300578,0.3583815028901734,83.0,Extreme Greed,Greed
2024-11-19,305.0,628031.15,15993.576337872131,0.174815,5.0,9.699242593442623,0.4918032786885246,90.0,Extreme Greed,Greed
2024-11-20,550.0,1999514.1199999999,9792.793397765454,0.417751,5.0,7.654714358181818,0.3981818181818182,83.0,Extreme Greed,Greed
2024-11-21,535.0,598300.62,7300.062138975701,0.174987,5.0,3.1634222261682243,0.308411214953271,82.0,Extreme Greed,Greed
2024-11-22,679.0,1646713.62,9893.695111284242,0.174833,6.0,-26.664721085419732,0.3078055964653903,94.0,Extreme Greed,Greed
2024-11-23,363.0,516245.68,4723.455523900826,0.174967,4.0,7.993200104683195,0.3526170798898072,93.0,Extreme Greed,Greed
2024-11-24,172.0,664952.28,19953.478843476743,0.194136,3.0,5.497385965116279,0.26744186046511625,80.0,Extreme Greed,Greed
2024-11-25,255.0,937410.87,14680.957598172548,0.035411,2.0,21.66172836862745,0.4117647058823529,82.0,Extreme Greed,Greed
2024-11-26,302.0,1146902.44,10192.743361337749,0.19252249999999999,4.0,3.6251965529801327,0.2913907284768212,79.0,Extreme Greed,Greed
2024-11-27,213.0,1444242.53,19940.432149488264,0.149734,2.0,-12.462420812206572,0.3474178403755869,75.0,Extreme Greed,Greed
2024-11-28,332.0,1894225.15,4420.7387338072285,0.33837649999999997,5.0,-382.75722766566264,0.32831325301204817,77.0,Extreme Greed,Greed
2024-11-29,393.0,794262.91,1859.8201062210942,0.055063,11.0,449.98726247328244,0.48854961832061067,78.0,Extreme Greed,Greed
2024-11-30,369.0,1732193.7,3472.37959113355,0.089235,8.0,101.12925073170732,0.4254742547425474,84.0,Extreme Greed,Greed
2024-12-01,416.0,814711.82,6389.235122030456,0.088186,9.0,98.28453003365385,0.53125,81.0,Extreme Greed,Greed
2024-12-02,268.0,585243.56,6183.161846526119,0.03499993,7.0,68.99106086940299,0.41044776119402987,80.0,Extreme Greed,Greed
2024-12-03,374.0,1084666.53,2354.399729529412,0.089832,8.0,63.03887509358289,0.4304812834224599,76.0,Extreme Greed,Greed
2024-12-04,319.0,769287.65,3922.991142316614,0.071976,7.0,918.1561599404388,0.46394984326018807,78.0,Extreme Greed,Greed
2024-12-05,456.0,1256750.79,4881.7428253070175,0.079619,8.0,156.96078615789474,0.4232456140350877,84.0,Extreme Greed,Greed
2024-12-06,403.0,3471019.22,15604.850347196028,0.083315,10.0,-229.83782604218362,0.23325062034739455,72.0,Greed,Greed
2024-12-07,304.0,451733.42,1359.7200135328949,0.046298000000000006,6.0,282.5864442993421,0.4309210526315789,75.0,Extreme Greed,Greed
2024-12-08,420.0,932939.72,1787.932218347619,0.049669000000000005,6.0,38.014127228571425,0.3619047619047619,79.0,Extreme Greed,Greed
2024-12-09,539.0,983949.68,3534.2818935269015,0.017458,10.0,11.708659881261596,0.31910946196660483,78.0,Extreme Greed,Greed
2024-12-10,1596.0,3150424.08,2885.2128903966163,0.0093355,11.0,24.640206911654136,0.5870927318295739,78.0,Extreme Greed,Greed
2024-12-11,1221.0,2194098.33,4356.6742505249795,0.009583,12.0,261.30348420720725,0.7125307125307125,74.0,Greed,Greed
2024-12-12,1932.0,4557189.87,2265.6843708274846,0.0024989849999999996,14.0,310.1199767122153,0.6997929606625258,83.0,Extreme Greed,Greed
2024-12-13,1173.0,2880824.64,4577.503724812446,0.02684497,11.0,27.22583268968457,0.40153452685422,76.0,Extreme Greed,Greed
2024-12-14,1235.0,2369561.78,2159.9074581732793,0.04798,12.0,135.87157833522267,0.47368421052631576,83.0,Extreme Greed,Greed
2024-12-15,1697.0,2583269.81,1595.8074837011786,0.029012,15.0,57.4692488385386,0.24572775486152032,80.0,Extreme Greed,Greed
2024-12-16,1051.0,2740808.97,3025.717848049334,0.037609,12.0,158.68158338058993,0.5090390104662227,83.0,Extreme Greed,Greed
